ESTACION_ID USUARIO_ID TIEMPO_EVENTO TIPO_EVENTO
002 42675376 14:06  IN
015 90938784 14:06 OUT
011 78137692 14:06  IN
001 79081299 14:07 OUT
019 29846406 14:07  IN
014 35375020 14:08 OUT
019 29846406 14:09 OUT
018 89065685 14:11 OUT
019 53136992 14:11 OUT
001 53270012 14:11 OUT
012 60221148 14:11 OUT
008 93534570 14:11  IN
021 24222131 14:11 OUT
005 72740027 14:13  IN
001 55794321 14:13 OUT
019 61433583 14:14  IN
001 99579806 14:14 OUT
001 40252970 14:14 OUT
010 84704433 14:14 OUT
008 93700164 14:14  IN
011 53632933 14:14  IN
006 54011717 14:15  IN
001 77160378 14:17 OUT
001 56784890 14:18 OUT
015 53628706 14:18  IN
002 80942983 14:19 OUT
019 61358034 14:20 OUT
011 32527186 14:21  IN
015 53632933 14:22 OUT
019 97190532 14:23  IN
011 67012148 14:24  IN
012 37909716 14:24  IN
021 93477765 14:24 OUT
006 17116793 14:25  IN
012 96445772 14:26 OUT
019 64063444 14:26  IN
019 90910534 14:30  IN
016 83613946 14:30  IN
004 11431166 14:31 OUT
015 61433583 14:33 OUT
013 60584294 14:33  IN
014 53628706 14:33 OUT
002 32911816 14:33 OUT
021 12790991 14:33  IN
002 67122264 14:34  IN
013 22488126 14:34 OUT
018 93700164 14:36 OUT
017 11937490 14:36 OUT
004 42383465 14:37 OUT
006 17116793 14:37 OUT
003 68577276 14:37 OUT
004 33125046 14:38  IN
004 53456417 14:38  IN
014 67012148 14:40 OUT
019 24820955 14:40  IN
006 09246128 14:40 OUT
008 33779923 14:40  IN
014 73199658 14:41 OUT
011 54217504 14:42  IN
016 91701961 14:43  IN
012 97190532 14:43 OUT
010 90910534 14:43 OUT
019 63744303 14:43  IN
002 36846071 14:43  IN
010 42675376 14:44 OUT
018 79142764 14:45  IN
021 80530933 14:46  IN
018 35284582 14:46  IN
001 67122264 14:46 OUT
019 60322573 14:46  IN
015 97226886 14:47  IN
006 14752305 14:47  IN
014 44907398 14:47  IN
019 37909716 14:48 OUT
007 32527186 14:48 OUT
019 88429313 14:48  IN
011 64063444 14:49 OUT
017 07820855 14:50  IN
018 14026487 14:51 OUT
012 72740027 14:51 OUT
008 14262674 14:51  IN
006 53456417 14:53 OUT
011 31385670 14:53 OUT
014 84192745 14:53  IN
015 35284582 14:54 OUT
001 78137692 14:55 OUT
001 93534570 14:55 OUT
018 91701961 14:56 OUT
014 54011717 14:56 OUT
019 07820855 14:57 OUT
006 35171492 14:57  IN
015 02947786 14:58  IN
016 88338589 14:58  IN
019 80530933 14:58 OUT
007 25434945 14:59  IN
008 14216564 15:00  IN
016 78696522 15:00  IN
017 55400198 15:00  IN
008 24820955 15:01 OUT
016 54217504 15:01 OUT
014 12138610 15:01  IN
011 93715513 15:01  IN
020 28161904 15:02  IN
019 84317543 15:02  IN
008 87536482 15:05  IN
015 79142764 15:05 OUT
018 14262674 15:06 OUT
008 29270179 15:06  IN
015 06153199 15:06  IN
012 88429313 15:07 OUT
011 60322573 15:07 OUT
011 55790334 15:08  IN
011 80564601 15:08  IN
010 80249195 15:09  IN
011 29270179 15:09 OUT
008 78696522 15:10 OUT
019 44349339 15:10  IN
015 84192745 15:11 OUT
013 33125046 15:11 OUT
019 36631724 15:11  IN
017 14216564 15:12 OUT
015 87536482 15:14 OUT
011 93715513 15:14 OUT
012 88338589 15:14 OUT
001 72331173 15:16  IN
019 36103295 15:16  IN
019 85167200 15:16  IN
021 36625736 15:16  IN
021 83335606 15:17  IN
001 66009455 15:18  IN
011 55400198 15:18 OUT
017 84317543 15:19 OUT
001 83613946 15:19 OUT
007 42511453 15:19  IN
019 36631724 15:20 OUT
018 83472492 15:20  IN
018 19604865 15:21  IN
015 28161904 15:21 OUT
002 60584294 15:23 OUT
019 12138610 15:23 OUT
002 33779923 15:25 OUT
001 80096819 15:26  IN
011 47356879 15:26  IN
006 44907398 15:26 OUT
019 83472492 15:26 OUT
020 36625736 15:28 OUT
020 83335606 15:29 OUT
018 86523496 15:29  IN
010 35171492 15:29 OUT
019 05165139 15:29  IN
011 29222132 15:29  IN
005 41337526 15:29  IN
006 12790991 15:29 OUT
021 45931442 15:30  IN
011 87371440 15:30  IN
019 41848567 15:31  IN
015 54394527 15:32  IN
021 25434945 15:32 OUT
013 37543307 15:32  IN
020 55790334 15:34 OUT
004 56643921 15:35  IN
001 63744303 15:35 OUT
019 32481524 15:35  IN
011 44349339 15:36 OUT
014 19604865 15:36 OUT
017 86523496 15:36 OUT
006 02947786 15:36 OUT
015 36846071 15:37 OUT
018 45931442 15:37 OUT
019 14752305 15:38 OUT
013 45507636 15:39  IN
019 05165139 15:39 OUT
006 72331173 15:39 OUT
014 99529009 15:40  IN
015 47356879 15:40 OUT
011 54394527 15:40 OUT
001 97226886 15:41 OUT
014 49829260 15:42  IN
014 46299680 15:43  IN
014 41848567 15:43 OUT
014 87315442 15:44  IN
011 86702422 15:45  IN
019 32481524 15:45 OUT
005 55651043 15:46  IN
004 66016057 15:46  IN
019 97805735 15:47  IN
008 61011219 15:47  IN
006 80564601 15:47 OUT
001 42511453 15:47 OUT
004 98452102 15:48  IN
002 80249195 15:48 OUT
015 10545417 15:49  IN
011 10923486 15:49  IN
007 87371440 15:49 OUT
020 58371710 15:49  IN
003 14460847 15:49  IN
007 68281603 15:51  IN
010 08845655 15:51  IN
007 90495175 15:52  IN
002 06153199 15:52 OUT
014 26630938 15:53  IN
018 07932494 15:54  IN
015 90210450 15:54  IN
018 45507636 15:55 OUT
006 97453608 15:55  IN
019 87315442 15:56 OUT
019 37543307 15:56 OUT
019 84586948 15:57  IN
006 29222132 15:58 OUT
020 70998640 15:58  IN
018 60442849 15:58  IN
005 36103295 15:59 OUT
011 15048938 15:59  IN
018 99529009 15:59 OUT
012 46299680 15:59 OUT
017 07932494 15:59 OUT
018 67986616 15:59  IN
004 85167200 16:01 OUT
019 41409691 16:01  IN
004 84430700 16:02  IN
007 10774882 16:03  IN
015 10923486 16:03 OUT
018 86702422 16:04 OUT
015 45850281 16:04  IN
011 67175672 16:05  IN
015 84586948 16:06 OUT
009 68281603 16:06 OUT
014 08845655 16:06 OUT
013 90210450 16:06 OUT
020 67986616 16:08 OUT
011 30998948 16:10  IN
007 26630938 16:11 OUT
008 12685621 16:11  IN
021 80044236 16:12  IN
019 57119804 16:12  IN
011 00447517 16:13  IN
021 02294076 16:13  IN
015 58371710 16:13 OUT
007 85445521 16:14  IN
004 73545601 16:14  IN
019 90417688 16:14  IN
007 10545417 16:15 OUT
019 66009455 16:15 OUT
019 37123826 16:16  IN
016 36359000 16:16  IN
019 51860504 16:16  IN
021 41825168 16:16  IN
020 70427034 16:16  IN
021 15546919 16:17  IN
019 51860504 16:17 OUT
012 30998948 16:17 OUT
005 73545601 16:18 OUT
017 80096819 16:18 OUT
011 67175672 16:19 OUT
005 52150295 16:20  IN
001 84430700 16:20 OUT
013 90495175 16:21 OUT
019 16621400 16:21  IN
008 70259918 16:21  IN
019 41337526 16:23 OUT
012 12685621 16:23 OUT
011 43438933 16:23  IN
018 82181572 16:23  IN
010 43438933 16:25 OUT
021 56643921 16:25 OUT
011 43433244 16:26  IN
021 16621400 16:26 OUT
003 20094607 16:28  IN
007 08765613 16:28  IN
019 15546919 16:28 OUT
001 61011219 16:28 OUT
005 97805735 16:29 OUT
019 07533344 16:29  IN
008 14460847 16:31 OUT
010 42391529 16:31  IN
011 10774882 16:31 OUT
007 66432770 16:31  IN
016 66016057 16:31 OUT
011 98452102 16:32 OUT
004 15048938 16:33 OUT
021 07533344 16:33 OUT
001 49829260 16:33 OUT
007 95248858 16:34  IN
019 55651043 16:36 OUT
011 43217891 16:36  IN
005 42853725 16:37  IN
007 45850281 16:38 OUT
008 52889162 16:38  IN
001 50695315 16:38  IN
019 70259918 16:40 OUT
015 85445521 16:42 OUT
011 70427034 16:43 OUT
021 97453608 16:43 OUT
019 42391529 16:45 OUT
019 97574074 16:46  IN
018 03627000 16:47  IN
014 06456682 16:47  IN
007 20094607 16:50 OUT
002 00447517 16:52 OUT
005 95248858 16:53 OUT
006 42107609 16:54  IN
001 35793198 16:56  IN
007 38263573 16:56  IN
003 42030407 16:57  IN
020 43217891 16:57 OUT
001 60442849 16:58 OUT
015 08765613 16:59 OUT
002 36359000 16:59 OUT
001 42853725 16:59 OUT
002 57119804 17:01 OUT
001 70998640 17:01 OUT
001 41409691 17:01 OUT
018 03627000 17:01 OUT
019 72284651 17:01  IN
004 44629108 17:02  IN
014 39781334 17:03  IN
003 82181572 17:07 OUT
007 63697357 17:07  IN
006 43433244 17:08 OUT
001 02294076 17:09 OUT
019 66432770 17:09 OUT
007 70910749 17:10  IN
001 41825168 17:11 OUT
002 37123826 17:11 OUT
002 90417688 17:12 OUT
007 85288130 17:13  IN
019 52150295 17:13 OUT
015 09499275 17:14  IN
002 80044236 17:17 OUT
018 36229695 17:18  IN
014 25288907 17:19  IN
019 85974621 17:20  IN
001 52889162 17:21 OUT
011 50695315 17:22 OUT
019 75437803 17:22  IN
007 27103510 17:24  IN
015 09499275 17:24 OUT
014 38263573 17:25 OUT
018 04548191 17:25  IN
002 06456682 17:27 OUT
011 70910749 17:29 OUT
007 35793198 17:29 OUT
011 63697357 17:29 OUT
011 25288907 17:30 OUT
020 19654757 17:33  IN
014 17380199 17:34  IN
006 39781334 17:34 OUT
011 36229695 17:34 OUT
002 81594691 17:37  IN
012 75437803 17:37 OUT
001 97574074 17:37 OUT
013 36976695 17:39  IN
014 85288130 17:40 OUT
011 27103510 17:40 OUT
015 04548191 17:41 OUT
011 44629108 17:42 OUT
015 85974621 17:43 OUT
018 42107609 17:43 OUT
013 54579850 17:45  IN
007 70361702 17:48  IN
002 72284651 17:50 OUT
005 47495200 17:52  IN
011 54579850 17:52 OUT
019 42030407 17:52 OUT
012 10643920 17:54  IN
018 17380199 17:56 OUT
014 30915160 17:56  IN
005 37081120 17:59  IN
002 02400897 17:59  IN
008 16678597 18:00  IN
018 55716737 18:01  IN
015 30915160 18:01 OUT
015 45459634 18:01  IN
018 18393875 18:06  IN
015 47198405 18:06  IN
001 28587802 18:06  IN
020 55716737 18:06 OUT
006 89003984 18:08  IN
015 10643920 18:08 OUT
015 81052319 18:09  IN
005 17735225 18:09  IN
014 34837252 18:10  IN
012 50612479 18:11  IN
014 95328921 18:14  IN
010 61226954 18:15  IN
001 28587802 18:15 OUT
010 47198405 18:16 OUT
012 70361702 18:17 OUT
007 19654757 18:17 OUT
004 17735225 18:19 OUT
006 36976695 18:19 OUT
012 61475705 18:19  IN
004 46457135 18:19  IN
010 71504376 18:20  IN
015 67692881 18:21  IN
013 65035212 18:21  IN
011 18393875 18:25 OUT
008 65035212 18:25 OUT
019 34837252 18:25 OUT
010 61226954 18:26 OUT
018 51999754 18:26  IN
014 67692881 18:27 OUT
010 61475705 18:30 OUT
013 10550183 18:30  IN
018 81594691 18:31 OUT
020 16678597 18:32 OUT
002 37258789 18:33  IN
018 31045099 18:33  IN
010 10550183 18:36 OUT
015 47495200 18:37 OUT
021 50612479 18:39 OUT
002 37258789 18:43 OUT
010 52849832 18:43  IN
012 22234982 18:44  IN
011 88876471 18:45  IN
014 94439656 18:46  IN
001 40833193 18:47  IN
019 37081120 18:47 OUT
013 77936278 18:48  IN
013 89003984 18:49 OUT
001 80932263 18:49  IN
004 81052319 18:51 OUT
019 02400897 18:51 OUT
006 57881662 18:53  IN
001 45459634 18:53 OUT
001 64232028 18:54  IN
015 94439656 18:55 OUT
016 46457135 18:58 OUT
021 24194973 18:58  IN
002 83044765 18:59  IN
012 86502615 18:59  IN
004 95328921 18:59 OUT
012 79580343 18:59  IN
011 86278001 18:59  IN
018 28858352 19:01  IN
018 22234982 19:02 OUT
015 83558980 19:03  IN
007 51999754 19:03 OUT
018 45311902 19:04  IN
006 94174456 19:04  IN
010 79580343 19:05 OUT
006 40833193 19:05 OUT
015 11084118 19:06  IN
021 52849832 19:06 OUT
019 45311902 19:06 OUT
018 80869188 19:08  IN
002 71504376 19:08 OUT
015 87492934 19:08  IN
011 98047886 19:08  IN
020 77936278 19:09 OUT
018 85957440 19:09  IN
018 88618233 19:09  IN
004 39429336 19:11  IN
009 86502615 19:12 OUT
018 41898733 19:14  IN
018 82985699 19:15  IN
012 44251200 19:15  IN
001 89259533 19:19  IN
009 12672278 19:20  IN
002 31395736 19:21  IN
015 72978397 19:22  IN
004 23847247 19:22  IN
001 89259533 19:23 OUT
002 65102481 19:24  IN
015 29079301 19:26  IN
001 88876471 19:27 OUT
001 94856865 19:27  IN
020 38706309 19:28  IN
002 31045099 19:28 OUT
019 41898733 19:28 OUT
011 85957440 19:28 OUT
002 98315162 19:29  IN
020 28832940 19:29  IN
009 92452261 19:30  IN
010 94174456 19:31 OUT
001 50389073 19:31  IN
015 78900840 19:31  IN
004 77071878 19:33  IN
007 09329310 19:33  IN
011 72978397 19:33 OUT
011 64232028 19:34 OUT
019 28980921 19:34  IN
018 29079301 19:35 OUT
002 97960318 19:35  IN
021 14659202 19:36  IN
015 19528178 19:37  IN
016 57881662 19:38 OUT
002 56965063 19:41  IN
002 86278001 19:41 OUT
002 77071878 19:41 OUT
012 78900840 19:42 OUT
004 11084118 19:42 OUT
001 94856865 19:42 OUT
002 41719084 19:42  IN
005 24194973 19:43 OUT
021 25913822 19:44  IN
018 28980921 19:44 OUT
018 25285556 19:44  IN
007 80869188 19:44 OUT
001 54570308 19:44  IN
015 28832940 19:45 OUT
007 92452261 19:45 OUT
019 81738543 19:46  IN
018 83044765 19:46 OUT
015 06921258 19:46  IN
002 85454371 19:47  IN
006 97960318 19:47 OUT
005 28858352 19:49 OUT
002 83558980 19:49 OUT
015 06921258 19:49 OUT
012 94331645 19:49  IN
020 12672278 19:49 OUT
004 98047886 19:50 OUT
010 06265367 19:51  IN
009 44804814 19:52  IN
009 19528178 19:52 OUT
006 48306172 19:52  IN
021 80932263 19:52 OUT
003 48848271 19:52  IN
020 72097117 19:53  IN
006 34793530 19:53  IN
002 83997951 19:54  IN
010 45264423 19:54  IN
019 29085356 19:55  IN
002 87492934 19:55 OUT
001 44251200 19:55 OUT
011 18514430 19:56  IN
007 96235767 19:57  IN
021 89710712 19:59  IN
015 25285556 19:59 OUT
009 45264423 19:59 OUT
011 81738543 19:59 OUT
015 31395736 20:00 OUT
018 84776005 20:00  IN
006 88618233 20:02 OUT
006 48848271 20:02 OUT
011 88659192 20:02  IN
002 09329310 20:03 OUT
018 68557321 20:03  IN
019 29085356 20:05 OUT
019 39429336 20:05 OUT
014 44804814 20:05 OUT
014 30600871 20:05  IN
014 23847247 20:06 OUT
001 92895657 20:06  IN
018 06265367 20:06 OUT
014 43314109 20:07  IN
002 82985699 20:07 OUT
007 94331645 20:07 OUT
002 95093724 20:08  IN
015 65102481 20:08 OUT
011 39782513 20:08  IN
010 88659192 20:10 OUT
001 41663013 20:12  IN
008 18514430 20:12 OUT
004 41338172 20:13  IN
001 53670955 20:14  IN
002 63320699 20:16  IN
014 56965063 20:19 OUT
015 89710712 20:19 OUT
021 98315162 20:20 OUT
010 72097117 20:20 OUT
016 50389073 20:20 OUT
018 43314109 20:21 OUT
011 38535761 20:21  IN
020 07264166 20:21  IN
021 68557321 20:21 OUT
003 41338172 20:22 OUT
011 39782513 20:24 OUT
001 38706309 20:25 OUT
021 07264166 20:25 OUT
011 83250086 20:26  IN
010 84776005 20:27 OUT
002 14659202 20:28 OUT
011 83997951 20:28 OUT
014 64271938 20:29  IN
001 96235767 20:31 OUT
007 53118805 20:32  IN
002 02640575 20:33  IN
016 09824899 20:33  IN
011 86157027 20:33  IN
018 41719084 20:34 OUT
019 51999904 20:36  IN
001 25913822 20:36 OUT
014 66595831 20:37  IN
015 48306172 20:38 OUT
020 54570308 20:38 OUT
010 47754796 20:39  IN
015 83250086 20:39 OUT
019 34793530 20:41 OUT
018 38535761 20:42 OUT
021 85454371 20:43 OUT
005 02640575 20:44 OUT
010 86157027 20:45 OUT
019 64271938 20:45 OUT
018 91896085 20:45  IN
007 63320699 20:45 OUT
016 51999904 20:46 OUT
002 06737577 20:47  IN
002 48474730 20:47  IN
013 89352410 20:47  IN
011 45833125 20:47  IN
004 09359521 20:48  IN
001 68506380 20:49  IN
010 01098042 20:50  IN
008 66595831 20:50 OUT
014 17542908 20:52  IN
015 92895657 20:53 OUT
003 62540253 20:54  IN
014 17542908 20:54 OUT
001 30600871 20:55 OUT
002 13027378 20:56  IN
011 35177809 20:56  IN
019 85841108 20:57  IN
001 09359521 20:57 OUT
015 47754796 20:59 OUT
008 41663013 20:59 OUT
015 37872884 21:01  IN
004 63869976 21:01  IN
019 95093724 21:01 OUT
019 53118805 21:01 OUT
021 20440718 21:03  IN
010 56821349 21:06  IN
019 01098042 21:08 OUT
019 45833125 21:10 OUT
021 20440718 21:10 OUT
004 95889277 21:11  IN
015 78720779 21:12  IN
019 46984985 21:13  IN
001 46866887 21:13  IN
010 85581888 21:14  IN
004 26087422 21:14  IN
018 53670955 21:15 OUT
002 18379396 21:15  IN
006 95889277 21:15 OUT
005 39075964 21:15  IN
015 94742683 21:16  IN
020 37117346 21:16  IN
005 07852488 21:17  IN
010 90766445 21:17  IN
001 09824899 21:17 OUT
011 05487012 21:17  IN
008 98843965 21:19  IN
004 92158113 21:19  IN
015 81424227 21:19  IN
011 05487012 21:20 OUT
004 76528877 21:20  IN
005 04985312 21:20  IN
004 67160302 21:20  IN
004 88645670 21:20  IN
001 46866887 21:21 OUT
010 78720779 21:21 OUT
010 93096241 21:24  IN
018 94742683 21:24 OUT
005 42227951 21:26  IN
005 33630992 21:26  IN
006 58815163 21:27  IN
014 90766445 21:27 OUT
014 93096241 21:27 OUT
010 76435741 21:28  IN
010 22791509 21:29  IN
007 13027378 21:29 OUT
021 31535472 21:29  IN
021 66502963 21:29  IN
011 98843965 21:29 OUT
002 62925836 21:30  IN
004 06646340 21:31  IN
002 89352410 21:31 OUT
021 32380155 21:32  IN
016 65342962 21:32  IN
001 92158113 21:34 OUT
007 85841108 21:34 OUT
004 30702674 21:34  IN
018 39575521 21:34  IN
019 05582094 21:35  IN
001 91896085 21:36 OUT
012 76435741 21:37 OUT
003 92083614 21:37  IN
010 04556968 21:37  IN
016 09074422 21:40  IN
018 48474730 21:40 OUT
014 91737570 21:40  IN
011 65342962 21:41 OUT
001 08573593 21:42  IN
011 63869976 21:42 OUT
002 35177809 21:43 OUT
002 65050135 21:44  IN
013 48958783 21:45  IN
019 06737577 21:46 OUT
021 41245322 21:46  IN
014 05582094 21:48 OUT
021 02766915 21:48  IN
002 91447719 21:48  IN
001 56821349 21:48 OUT
010 26087422 21:49 OUT
005 34662149 21:49  IN
018 62540253 21:49 OUT
020 68506380 21:49 OUT
015 95097604 21:49  IN
009 09074422 21:49 OUT
009 32380155 21:50 OUT
006 60037593 21:51  IN
010 84481488 21:51  IN
006 43766245 21:52  IN
001 37872884 21:53 OUT
004 82450722 21:53  IN
010 43513363 21:54  IN
010 39575521 21:55 OUT
011 84481488 21:56 OUT
012 95097604 21:56 OUT
019 41245322 21:56 OUT
011 67160302 21:57 OUT
020 56620262 21:57  IN
005 22791509 21:59 OUT
002 85581888 21:59 OUT
002 81424227 21:59 OUT
010 41290501 22:01  IN
015 32168067 22:01  IN
015 39075964 22:03 OUT
016 58815163 22:03 OUT
002 86630626 22:04  IN
016 47306802 22:05  IN
006 43766245 22:05 OUT
008 62176658 22:06  IN
014 06646340 22:06 OUT
005 04556968 22:06 OUT
001 34662149 22:06 OUT
011 02766915 22:08 OUT
008 41290501 22:08 OUT
007 65050135 22:08 OUT
015 25312114 22:08  IN
020 04985312 22:09 OUT
011 40712905 22:09  IN
018 18379396 22:10 OUT
007 31535472 22:10 OUT
021 07852488 22:10 OUT
011 30702674 22:10 OUT
007 66502963 22:12 OUT
001 37117346 22:12 OUT
019 44072463 22:12  IN
019 33630992 22:12 OUT
019 76528877 22:12 OUT
004 86630626 22:14 OUT
001 46984985 22:14 OUT
011 92083614 22:15 OUT
004 91737570 22:15 OUT
010 62925836 22:16 OUT
011 13781137 22:16  IN
014 47306802 22:16 OUT
006 19776171 22:16  IN
019 21563870 22:17  IN
021 88645670 22:19 OUT
018 43513363 22:19 OUT
019 42227951 22:20 OUT
005 69542920 22:21  IN
003 48958783 22:22 OUT
017 62176658 22:23 OUT
015 60037593 22:25 OUT
007 40712905 22:27 OUT
001 91301231 22:28  IN
001 96691582 22:28  IN
010 82450722 22:30 OUT
019 96003374 22:30  IN
018 21563870 22:30 OUT
007 80157373 22:33  IN
008 53202345 22:35  IN
002 05113537 22:36  IN
015 11130038 22:37  IN
010 57795367 22:37  IN
013 35363058 22:39  IN
016 27317521 22:41  IN
018 08573593 22:41 OUT
006 84136335 22:43  IN
006 25312114 22:43 OUT
015 57795367 22:45 OUT
015 35941538 22:45  IN
019 91447719 22:48 OUT
011 53202345 22:49 OUT
002 32168067 22:49 OUT
014 19776171 22:50 OUT
005 13781137 22:51 OUT
011 35941538 22:52 OUT
002 56620262 22:54 OUT
005 40559951 22:55  IN
019 24697663 22:58  IN
008 11130038 22:58 OUT
001 80157373 22:59 OUT
015 68057649 23:00  IN
019 24697663 23:01 OUT
006 44072463 23:01 OUT
008 91301231 23:01 OUT
009 69542920 23:02 OUT
008 27317521 23:04 OUT
012 73296320 23:05  IN
012 30883419 23:07  IN
014 73296320 23:08 OUT
021 28724057 23:09  IN
015 68057649 23:09 OUT
012 66039519 23:09  IN
012 43200720 23:10  IN
007 96003374 23:10 OUT
001 40559951 23:11 OUT
010 92623158 23:13  IN
019 22421467 23:13  IN
019 63257530 23:14  IN
018 55164017 23:14  IN
004 35363058 23:15 OUT
011 43200720 23:15 OUT
018 18340794 23:16  IN
005 76594840 23:16  IN
004 76866122 23:16  IN
013 77493083 23:17  IN
017 52451423 23:17  IN
012 71408023 23:17  IN
004 37013393 23:17  IN
016 96691582 23:18 OUT
019 52100467 23:19  IN
005 83019644 23:19  IN
010 68147711 23:20  IN
014 92623158 23:20 OUT
019 48752716 23:20  IN
010 84136335 23:21 OUT
010 81772260 23:21  IN
015 48397589 23:21  IN
017 96421684 23:22  IN
014 75851126 23:22  IN
019 62850096 23:23  IN
012 70196342 23:24  IN
012 41763859 23:24  IN
011 59938818 23:24  IN
019 30883419 23:24 OUT
018 52351712 23:24  IN
011 51582469 23:25  IN
008 37447071 23:25  IN
005 86098684 23:25  IN
011 68593745 23:25  IN
008 66039519 23:25 OUT
010 37322344 23:25  IN
020 31288155 23:25  IN
014 68147711 23:26 OUT
010 54437778 23:26  IN
010 54930754 23:27  IN
015 70742867 23:27  IN
012 72536685 23:27  IN
003 05153320 23:28  IN
006 64983035 23:28  IN
018 52451423 23:29 OUT
015 86499424 23:29  IN
004 34092021 23:30  IN
011 58381434 23:30  IN
021 05113537 23:31 OUT
010 17790898 23:32  IN
004 96744238 23:32  IN
006 24637640 23:33  IN
018 81772260 23:33 OUT
007 86502374 23:34  IN
007 35399562 23:34  IN
011 01459965 23:37  IN
004 48612636 23:37  IN
014 37447071 23:37 OUT
014 62850096 23:38 OUT
020 77493083 23:39 OUT
007 18979512 23:40  IN
002 86098684 23:41 OUT
011 52351712 23:42 OUT
007 80171722 23:42  IN
010 48752716 23:43 OUT
013 31288155 23:45 OUT
011 49700888 23:45  IN
007 87251598 23:45  IN
018 94417925 23:46  IN
010 92716879 23:46  IN
010 68464457 23:46  IN
010 32295755 23:46  IN
019 72192626 23:46  IN
011 22470654 23:47  IN
010 70473719 23:47  IN
005 96744238 23:47 OUT
010 51323781 23:48  IN
018 25537201 23:48  IN
018 48460543 23:49  IN
014 71145069 23:50  IN
018 22575580 23:50  IN
017 13842401 23:51  IN
002 48612636 23:51 OUT
018 53369458 23:51  IN
015 01089190 23:51  IN
007 52100467 23:52 OUT
018 18908185 23:53  IN
002 71408023 23:54 OUT
015 63313679 23:54  IN
015 99296134 23:54  IN
010 43183001 23:54  IN
015 83191695 23:55  IN
011 77590067 23:55  IN
019 74377156 23:56  IN
014 22596805 23:57  IN
014 80069137 23:57  IN
015 91461069 23:57  IN
021 01459965 23:57 OUT
019 05941546 23:57  IN
011 33259042 23:58  IN
015 22575580 23:58 OUT
005 19955721 23:58  IN
021 74377156 23:59 OUT
015 18908185 23:59 OUT
010 34092021 23:59 OUT
019 01089190 23:59 OUT
011 72192626 23:59 OUT
002 22421467 23:59 OUT
018 51323781 23:59 OUT
001 59938818 23:59 OUT
011 24637640 23:59 OUT
019 17658425 23:59 OUT
008 94417925 23:59 OUT
019 92716879 23:59 OUT
010 05153320 23:59 OUT
019 22470654 23:59 OUT
002 18979512 23:59 OUT
019 68464457 23:59 OUT
018 86502374 23:59 OUT
003 80171722 23:59 OUT
018 05941546 23:59 OUT
014 53369458 23:59 OUT
011 99296134 23:59 OUT
010 25537201 23:59 OUT
009 33259042 23:59 OUT
015 64983035 23:59 OUT
011 13842401 23:59 OUT
021 76594840 23:59 OUT
001 70196342 23:59 OUT
001 28724057 23:59 OUT
019 37013393 23:59 OUT
002 54437778 23:59 OUT
019 32295755 23:59 OUT
001 41763859 23:59 OUT
004 58381434 23:59 OUT
005 17790898 23:59 OUT
004 96421684 23:59 OUT
014 91461069 23:59 OUT
002 48397589 23:59 OUT
003 72536685 23:59 OUT
010 22596805 23:59 OUT
004 19955721 23:59 OUT
011 83191695 23:59 OUT
019 71145069 23:59 OUT
010 87251598 23:59 OUT
001 51582469 23:59 OUT
013 49700888 23:59 OUT
018 35399562 23:59 OUT
002 18340794 23:59 OUT
002 54930754 23:59 OUT
019 83019644 23:59 OUT
015 43183001 23:59 OUT
018 63313679 23:59 OUT
006 86499424 23:59 OUT
005 70742867 23:59 OUT
020 76866122 23:59 OUT
015 77590067 23:59 OUT
010 80069137 23:59 OUT
001 55164017 23:59 OUT
001 75851126 23:59 OUT
002 63257530 23:59 OUT
001 37322344 23:59 OUT
019 70473719 23:59 OUT
001 68593745 23:59 OUT
011 48460543 23:59 OUT
